Age,Locality,Education,Male,Female
65,Urban,JSS/JHS,0,0
65,Urban,Middle,5,1
65,Urban,SSS/SHS,0,0
65,Urban,Secondary,4,1
65,Urban,Voc/technical/commercial,1,0
65,Urban,Post middle/secondary Certificate,4,0
65,Urban,Post middle/secondary Diploma,0,0
65,Urban,Tertiary/HND,2,0
65,Urban,Tertiary - Bachelor's Degree,2,0
65,Urban,Tertiary - Post graduate Certificate/Diploma,1,1
65,Urban,Tertiary - Master's Degree,1,0
65,Urban,Tertiary - PhD,0,0
65,Urban,Other (specify),0,0
66,Rural,Never attended,43,44
66,Rural,Nursery,0,0
66,Rural,Kindergarten,0,0
66,Rural,Primary,2,1
66,Rural,JSS/JHS,0,0
66,Rural,Middle,2,0
66,Rural,SSS/SHS,0,0
66,Rural,Secondary,1,0
66,Rural,Voc/technical/commercial,0,0
66,Rural,Post middle/secondary Certificate,1,0
66,Rural,Post middle/secondary Diploma,1,0
66,Rural,Tertiary/HND,0,0
66,Rural,Tertiary - Bachelor's Degree,1,0
66,Rural,Tertiary - Post graduate Certificate/Diploma,1,0
66,Rural,Tertiary - Master's Degree,0,0
66,Rural,Tertiary - PhD,0,0
66,Rural,Other (specify),0,0
66,Urban,Never attended,58,90
66,Urban,Nursery,0,0
66,Urban,Kindergarten,0,0
66,Urban,Primary,4,3
66,Urban,JSS/JHS,0,0
66,Urban,Middle,5,0
66,Urban,SSS/SHS,0,0
66,Urban,Secondary,4,0
66,Urban,Voc/technical/commercial,0,0
66,Urban,Post middle/secondary Certificate,0,0
66,Urban,Post middle/secondary Diploma,1,0
66,Urban,Tertiary/HND,0,0
66,Urban,Tertiary - Bachelor's Degree,6,0
66,Urban,Tertiary - Post graduate Certificate/Diploma,1,0
66,Urban,Tertiary - Master's Degree,0,0
66,Urban,Tertiary - PhD,0,0
66,Urban,Other (specify),0,0
67,Rural,Never attended,20,15
67,Rural,Nursery,0,0
67,Rural,Kindergarten,0,0
67,Rural,Primary,1,0
67,Rural,JSS/JHS,0,0
67,Rural,Middle,1,0
67,Rural,SSS/SHS,0,0
67,Rural,Secondary,2,0
67,Rural,Voc/technical/commercial,0,0
67,Rural,Post middle/secondary Certificate,0,0
67,Rural,Post middle/secondary Diploma,0,0
67,Rural,Tertiary/HND,1,0
67,Rural,Tertiary - Bachelor's Degree,2,1
67,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
67,Rural,Tertiary - Master's Degree,0,0
67,Rural,Tertiary - PhD,0,0
67,Rural,Other (specify),0,0
67,Urban,Never attended,48,42
67,Urban,Nursery,0,0
67,Urban,Kindergarten,0,0
67,Urban,Primary,3,0
67,Urban,JSS/JHS,0,0
67,Urban,Middle,3,0
67,Urban,SSS/SHS,0,0
67,Urban,Secondary,4,0
67,Urban,Voc/technical/commercial,0,0
67,Urban,Post middle/secondary Certificate,0,0
67,Urban,Post middle/secondary Diploma,1,0
67,Urban,Tertiary/HND,0,0
67,Urban,Tertiary - Bachelor's Degree,0,0
67,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
67,Urban,Tertiary - Master's Degree,1,0
67,Urban,Tertiary - PhD,0,0
67,Urban,Other (specify),0,0
68,Rural,Never attended,36,28
68,Rural,Nursery,0,0
68,Rural,Kindergarten,0,0
68,Rural,Primary,1,0
68,Rural,JSS/JHS,0,0
68,Rural,Middle,0,0
68,Rural,SSS/SHS,0,0
68,Rural,Secondary,1,0
68,Rural,Voc/technical/commercial,0,0
68,Rural,Post middle/secondary Certificate,0,0
68,Rural,Post middle/secondary Diploma,0,0
68,Rural,Tertiary/HND,0,0
68,Rural,Tertiary - Bachelor's Degree,1,0
68,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
68,Rural,Tertiary - Master's Degree,0,0
68,Rural,Tertiary - PhD,0,0
68,Rural,Other (specify),0,0
68,Urban,Never attended,28,48
68,Urban,Nursery,0,0
68,Urban,Kindergarten,0,0
68,Urban,Primary,2,0
68,Urban,JSS/JHS,0,0
68,Urban,Middle,5,0
68,Urban,SSS/SHS,0,0
68,Urban,Secondary,2,0
68,Urban,Voc/technical/commercial,1,0
68,Urban,Post middle/secondary Certificate,0,0
68,Urban,Post middle/secondary Diploma,1,0
68,Urban,Tertiary/HND,1,0
68,Urban,Tertiary - Bachelor's Degree,0,0
68,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
68,Urban,Tertiary - Master's Degree,0,0
68,Urban,Tertiary - PhD,0,0
68,Urban,Other (specify),0,0
69,Rural,Never attended,39,23
69,Rural,Nursery,0,0
69,Rural,Kindergarten,0,0
69,Rural,Primary,0,0
69,Rural,JSS/JHS,0,0
69,Rural,Middle,0,0
69,Rural,SSS/SHS,0,0
69,Rural,Secondary,1,0
69,Rural,Voc/technical/commercial,0,0
69,Rural,Post middle/secondary Certificate,0,0
69,Rural,Post middle/secondary Diploma,0,0
69,Rural,Tertiary/HND,0,0
69,Rural,Tertiary - Bachelor's Degree,0,0
69,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
69,Rural,Tertiary - Master's Degree,0,0
69,Rural,Tertiary - PhD,0,0
69,Rural,Other (specify),0,0
69,Urban,Never attended,35,68
69,Urban,Nursery,0,0
69,Urban,Kindergarten,0,0
69,Urban,Primary,1,0
69,Urban,JSS/JHS,0,0
69,Urban,Middle,3,1
69,Urban,SSS/SHS,0,0
69,Urban,Secondary,2,0
69,Urban,Voc/technical/commercial,0,0
69,Urban,Post middle/secondary Certificate,1,0
69,Urban,Post middle/secondary Diploma,1,0
69,Urban,Tertiary/HND,0,0
69,Urban,Tertiary - Bachelor's Degree,3,0
69,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
69,Urban,Tertiary - Master's Degree,1,0
69,Urban,Tertiary - PhD,0,0
69,Urban,Other (specify),0,0
70-74,Rural,Never attended,216,234
70-74,Rural,Nursery,0,0
70-74,Rural,Kindergarten,0,0
70-74,Rural,Primary,1,0
70-74,Rural,JSS/JHS,0,0
70-74,Rural,Middle,2,0
70-74,Rural,SSS/SHS,0,0
70-74,Rural,Secondary,3,0
70-74,Rural,Voc/technical/commercial,0,0
70-74,Rural,Post middle/secondary Certificate,0,0
70-74,Rural,Post middle/secondary Diploma,1,0
70-74,Rural,Tertiary/HND,0,0
70-74,Rural,Tertiary - Bachelor's Degree,1,0
70-74,Rural,Tertiary - Post graduate Certificate/Diploma,1,0
70-74,Rural,Tertiary - Master's Degree,1,0
70-74,Rural,Tertiary - PhD,0,0
70-74,Rural,Other (specify),0,0
70-74,Urban,Never attended,302,459
70-74,Urban,Nursery,0,0
70-74,Urban,Kindergarten,0,0
70-74,Urban,Primary,5,6
70-74,Urban,JSS/JHS,0,0
70-74,Urban,Middle,16,2
70-74,Urban,SSS/SHS,0,0
70-74,Urban,Secondary,6,2
70-74,Urban,Voc/technical/commercial,0,0
70-74,Urban,Post middle/secondary Certificate,2,0
70-74,Urban,Post middle/secondary Diploma,2,0
70-74,Urban,Tertiary/HND,1,0
70-74,Urban,Tertiary - Bachelor's Degree,2,0
70-74,Urban,Tertiary - Post graduate Certificate/Diploma,2,0
70-74,Urban,Tertiary - Master's Degree,1,0
70-74,Urban,Tertiary - PhD,0,0
70-74,Urban,Other (specify),0,0
70,Rural,Never attended,66,76
70,Rural,Nursery,0,0
70,Rural,Kindergarten,0,0
70,Rural,Primary,0,0
70,Rural,JSS/JHS,0,0
70,Rural,Middle,1,0
70,Rural,SSS/SHS,0,0
70,Rural,Secondary,0,0
70,Rural,Voc/technical/commercial,0,0
70,Rural,Post middle/secondary Certificate,0,0
70,Rural,Post middle/secondary Diploma,1,0
70,Rural,Tertiary/HND,0,0
70,Rural,Tertiary - Bachelor's Degree,1,0
70,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
70,Rural,Tertiary - Master's Degree,0,0
70,Rural,Tertiary - PhD,0,0
70,Rural,Other (specify),0,0
70,Urban,Never attended,101,140
70,Urban,Nursery,0,0
70,Urban,Kindergarten,0,0
70,Urban,Primary,0,1
70,Urban,JSS/JHS,0,0
70,Urban,Middle,4,1
70,Urban,SSS/SHS,0,0
70,Urban,Secondary,0,1
70,Urban,Voc/technical/commercial,0,0
70,Urban,Post middle/secondary Certificate,0,0
70,Urban,Post middle/secondary Diploma,1,0
70,Urban,Tertiary/HND,1,0
70,Urban,Tertiary - Bachelor's Degree,0,0
70,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
70,Urban,Tertiary - Master's Degree,0,0
70,Urban,Tertiary - PhD,0,0
70,Urban,Other (specify),0,0
71,Rural,Never attended,85,86
71,Rural,Nursery,0,0
71,Rural,Kindergarten,0,0
71,Rural,Primary,1,0
71,Rural,JSS/JHS,0,0
71,Rural,Middle,0,0
71,Rural,SSS/SHS,0,0
71,Rural,Secondary,3,0
71,Rural,Voc/technical/commercial,0,0
71,Rural,Post middle/secondary Certificate,0,0
71,Rural,Post middle/secondary Diploma,0,0
71,Rural,Tertiary/HND,0,0
71,Rural,Tertiary - Bachelor's Degree,0,0
71,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
71,Rural,Tertiary - Master's Degree,1,0
71,Rural,Tertiary - PhD,0,0
71,Rural,Other (specify),0,0
71,Urban,Never attended,101,165
71,Urban,Nursery,0,0
71,Urban,Kindergarten,0,0
71,Urban,Primary,2,1
71,Urban,JSS/JHS,0,0
71,Urban,Middle,4,0
71,Urban,SSS/SHS,0,0
71,Urban,Secondary,4,0
71,Urban,Voc/technical/commercial,0,0
71,Urban,Post middle/secondary Certificate,0,0
71,Urban,Post middle/secondary Diploma,1,0
71,Urban,Tertiary/HND,0,0
71,Urban,Tertiary - Bachelor's Degree,2,0
71,Urban,Tertiary - Post graduate Certificate/Diploma,1,0
71,Urban,Tertiary - Master's Degree,0,0
71,Urban,Tertiary - PhD,0,0
71,Urban,Other (specify),0,0
72,Rural,Never attended,17,27
72,Rural,Nursery,0,0
72,Rural,Kindergarten,0,0
72,Rural,Primary,0,0
72,Rural,JSS/JHS,0,0
72,Rural,Middle,0,0
72,Rural,SSS/SHS,0,0
72,Rural,Secondary,0,0
72,Rural,Voc/technical/commercial,0,0
72,Rural,Post middle/secondary Certificate,0,0
72,Rural,Post middle/secondary Diploma,0,0
72,Rural,Tertiary/HND,0,0
72,Rural,Tertiary - Bachelor's Degree,0,0
72,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
72,Rural,Tertiary - Master's Degree,0,0
72,Rural,Tertiary - PhD,0,0
72,Rural,Other (specify),0,0
72,Urban,Never attended,36,53
72,Urban,Nursery,0,0
72,Urban,Kindergarten,0,0
72,Urban,Primary,2,1
72,Urban,JSS/JHS,0,0
72,Urban,Middle,5,1
72,Urban,SSS/SHS,0,0
72,Urban,Secondary,1,0
72,Urban,Voc/technical/commercial,0,0
72,Urban,Post middle/secondary Certificate,2,0
72,Urban,Post middle/secondary Diploma,0,0
72,Urban,Tertiary/HND,0,0
72,Urban,Tertiary - Bachelor's Degree,0,0
72,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
72,Urban,Tertiary - Master's Degree,0,0
72,Urban,Tertiary - PhD,0,0
72,Urban,Other (specify),0,0
73,Rural,Never attended,28,23
73,Rural,Nursery,0,0
73,Rural,Kindergarten,0,0
73,Rural,Primary,0,0
73,Rural,JSS/JHS,0,0
73,Rural,Middle,1,0
73,Rural,SSS/SHS,0,0
73,Rural,Secondary,0,0
73,Rural,Voc/technical/commercial,0,0
73,Rural,Post middle/secondary Certificate,0,0
73,Rural,Post middle/secondary Diploma,0,0
73,Rural,Tertiary/HND,0,0
73,Rural,Tertiary - Bachelor's Degree,0,0
73,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
73,Rural,Tertiary - Master's Degree,0,0
73,Rural,Tertiary - PhD,0,0
73,Rural,Other (specify),0,0
73,Urban,Never attended,39,63
73,Urban,Nursery,0,0
73,Urban,Kindergarten,0,0
73,Urban,Primary,1,2
73,Urban,JSS/JHS,0,0
73,Urban,Middle,2,0
73,Urban,SSS/SHS,0,0
73,Urban,Secondary,1,0
73,Urban,Voc/technical/commercial,0,0
73,Urban,Post middle/secondary Certificate,0,0
73,Urban,Post middle/secondary Diploma,0,0
73,Urban,Tertiary/HND,0,0
73,Urban,Tertiary - Bachelor's Degree,0,0
73,Urban,Tertiary - Post graduate Certificate/Diploma,1,0
73,Urban,Tertiary - Master's Degree,1,0
73,Urban,Tertiary - PhD,0,0
73,Urban,Other (specify),0,0
74,Rural,Never attended,20,22
74,Rural,Nursery,0,0
74,Rural,Kindergarten,0,0
74,Rural,Primary,0,0
74,Rural,JSS/JHS,0,0
74,Rural,Middle,0,0
74,Rural,SSS/SHS,0,0
74,Rural,Secondary,0,0
74,Rural,Voc/technical/commercial,0,0
74,Rural,Post middle/secondary Certificate,0,0
74,Rural,Post middle/secondary Diploma,0,0
74,Rural,Tertiary/HND,0,0
74,Rural,Tertiary - Bachelor's Degree,0,0
74,Rural,Tertiary - Post graduate Certificate/Diploma,1,0
74,Rural,Tertiary - Master's Degree,0,0
74,Rural,Tertiary - PhD,0,0
74,Rural,Other (specify),0,0
74,Urban,Never attended,25,38
74,Urban,Nursery,0,0
74,Urban,Kindergarten,0,0
74,Urban,Primary,0,1
74,Urban,JSS/JHS,0,0
74,Urban,Middle,1,0
74,Urban,SSS/SHS,0,0
74,Urban,Secondary,0,1
74,Urban,Voc/technical/commercial,0,0
74,Urban,Post middle/secondary Certificate,0,0
74,Urban,Post middle/secondary Diploma,0,0
74,Urban,Tertiary/HND,0,0
74,Urban,Tertiary - Bachelor's Degree,0,0
74,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
74,Urban,Tertiary - Master's Degree,0,0
74,Urban,Tertiary - PhD,0,0
74,Urban,Other (specify),0,0
75-79,Rural,Never attended,146,169
75-79,Rural,Nursery,0,0
75-79,Rural,Kindergarten,0,0
75-79,Rural,Primary,3,0
75-79,Rural,JSS/JHS,0,0
75-79,Rural,Middle,0,0
75-79,Rural,SSS/SHS,0,0
75-79,Rural,Secondary,0,0
75-79,Rural,Voc/technical/commercial,0,0
75-79,Rural,Post middle/secondary Certificate,0,0
75-79,Rural,Post middle/secondary Diploma,1,0
75-79,Rural,Tertiary/HND,0,0
75-79,Rural,Tertiary - Bachelor's Degree,0,0
75-79,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
75-79,Rural,Tertiary - Master's Degree,0,0
75-79,Rural,Tertiary - PhD,0,0
75-79,Rural,Other (specify),0,0
75-79,Urban,Never attended,182,304
75-79,Urban,Nursery,0,0
75-79,Urban,Kindergarten,0,0
75-79,Urban,Primary,3,1
75-79,Urban,JSS/JHS,0,0
75-79,Urban,Middle,6,0
75-79,Urban,SSS/SHS,0,0
75-79,Urban,Secondary,5,0
75-79,Urban,Voc/technical/commercial,0,0
75-79,Urban,Post middle/secondary Certificate,1,0
75-79,Urban,Post middle/secondary Diploma,1,2
75-79,Urban,Tertiary/HND,1,0
75-79,Urban,Tertiary - Bachelor's Degree,2,0
75-79,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
75-79,Urban,Tertiary - Master's Degree,0,0
75-79,Urban,Tertiary - PhD,1,0
75-79,Urban,Other (specify),0,0
75,Rural,Never attended,34,59
75,Rural,Nursery,0,0
75,Rural,Kindergarten,0,0
75,Rural,Primary,2,0
75,Rural,JSS/JHS,0,0
75,Rural,Middle,0,0
75,Rural,SSS/SHS,0,0
75,Rural,Secondary,0,0
75,Rural,Voc/technical/commercial,0,0
75,Rural,Post middle/secondary Certificate,0,0
75,Rural,Post middle/secondary Diploma,1,0
75,Rural,Tertiary/HND,0,0
75,Rural,Tertiary - Bachelor's Degree,0,0
75,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
75,Rural,Tertiary - Master's Degree,0,0
75,Rural,Tertiary - PhD,0,0
75,Rural,Other (specify),0,0
75,Urban,Never attended,59,88
75,Urban,Nursery,0,0
75,Urban,Kindergarten,0,0
75,Urban,Primary,1,0
75,Urban,JSS/JHS,0,0
75,Urban,Middle,1,0
75,Urban,SSS/SHS,0,0
75,Urban,Secondary,0,0
75,Urban,Voc/technical/commercial,0,0
75,Urban,Post middle/secondary Certificate,1,0
75,Urban,Post middle/secondary Diploma,1,0
75,Urban,Tertiary/HND,0,0
75,Urban,Tertiary - Bachelor's Degree,0,0
75,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
75,Urban,Tertiary - Master's Degree,0,0
75,Urban,Tertiary - PhD,0,0
75,Urban,Other (specify),0,0
76,Rural,Never attended,46,45
76,Rural,Nursery,0,0
76,Rural,Kindergarten,0,0
76,Rural,Primary,0,0
76,Rural,JSS/JHS,0,0
76,Rural,Middle,0,0
76,Rural,SSS/SHS,0,0
76,Rural,Secondary,0,0
76,Rural,Voc/technical/commercial,0,0
76,Rural,Post middle/secondary Certificate,0,0
76,Rural,Post middle/secondary Diploma,0,0
76,Rural,Tertiary/HND,0,0
76,Rural,Tertiary - Bachelor's Degree,0,0
76,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
76,Rural,Tertiary - Master's Degree,0,0
76,Rural,Tertiary - PhD,0,0
76,Rural,Other (specify),0,0
76,Urban,Never attended,53,93
76,Urban,Nursery,0,0
76,Urban,Kindergarten,0,0
76,Urban,Primary,1,0
76,Urban,JSS/JHS,0,0
76,Urban,Middle,1,0
76,Urban,SSS/SHS,0,0
76,Urban,Secondary,4,0
76,Urban,Voc/technical/commercial,0,0
76,Urban,Post middle/secondary Certificate,0,0
76,Urban,Post middle/secondary Diploma,0,1
76,Urban,Tertiary/HND,0,0
76,Urban,Tertiary - Bachelor's Degree,2,0
76,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
76,Urban,Tertiary - Master's Degree,0,0
76,Urban,Tertiary - PhD,0,0
76,Urban,Other (specify),0,0
77,Rural,Never attended,19,15
77,Rural,Nursery,0,0
77,Rural,Kindergarten,0,0
77,Rural,Primary,0,0
77,Rural,JSS/JHS,0,0
77,Rural,Middle,0,0
77,Rural,SSS/SHS,0,0
77,Rural,Secondary,0,0
77,Rural,Voc/technical/commercial,0,0
77,Rural,Post middle/secondary Certificate,0,0
77,Rural,Post middle/secondary Diploma,0,0
77,Rural,Tertiary/HND,0,0
77,Rural,Tertiary - Bachelor's Degree,0,0
77,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
77,Rural,Tertiary - Master's Degree,0,0
77,Rural,Tertiary - PhD,0,0
77,Rural,Other (specify),0,0
77,Urban,Never attended,21,31
77,Urban,Nursery,0,0
77,Urban,Kindergarten,0,0
77,Urban,Primary,0,1
77,Urban,JSS/JHS,0,0
77,Urban,Middle,0,0
77,Urban,SSS/SHS,0,0
77,Urban,Secondary,0,0
77,Urban,Voc/technical/commercial,0,0
77,Urban,Post middle/secondary Certificate,0,0
77,Urban,Post middle/secondary Diploma,0,1
77,Urban,Tertiary/HND,1,0
77,Urban,Tertiary - Bachelor's Degree,0,0
77,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
77,Urban,Tertiary - Master's Degree,0,0
77,Urban,Tertiary - PhD,0,0
77,Urban,Other (specify),0,0
78,Rural,Never attended,17,25
78,Rural,Nursery,0,0
78,Rural,Kindergarten,0,0
78,Rural,Primary,0,0
78,Rural,JSS/JHS,0,0
78,Rural,Middle,0,0
78,Rural,SSS/SHS,0,0
78,Rural,Secondary,0,0
78,Rural,Voc/technical/commercial,0,0
78,Rural,Post middle/secondary Certificate,0,0
78,Rural,Post middle/secondary Diploma,0,0
78,Rural,Tertiary/HND,0,0
78,Rural,Tertiary - Bachelor's Degree,0,0
78,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
78,Rural,Tertiary - Master's Degree,0,0
78,Rural,Tertiary - PhD,0,0
78,Rural,Other (specify),0,0
78,Urban,Never attended,22,36
78,Urban,Nursery,0,0
78,Urban,Kindergarten,0,0
78,Urban,Primary,1,0
78,Urban,JSS/JHS,0,0
78,Urban,Middle,2,0
78,Urban,SSS/SHS,0,0
78,Urban,Secondary,0,0
78,Urban,Voc/technical/commercial,0,0
78,Urban,Post middle/secondary Certificate,0,0
78,Urban,Post middle/secondary Diploma,0,0
78,Urban,Tertiary/HND,0,0
78,Urban,Tertiary - Bachelor's Degree,0,0
78,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
78,Urban,Tertiary - Master's Degree,0,0
78,Urban,Tertiary - PhD,0,0
78,Urban,Other (specify),0,0
79,Rural,Never attended,30,25
79,Rural,Nursery,0,0
79,Rural,Kindergarten,0,0
79,Rural,Primary,1,0
79,Rural,JSS/JHS,0,0
79,Rural,Middle,0,0
79,Rural,SSS/SHS,0,0
79,Rural,Secondary,0,0
79,Rural,Voc/technical/commercial,0,0
79,Rural,Post middle/secondary Certificate,0,0
79,Rural,Post middle/secondary Diploma,0,0
79,Rural,Tertiary/HND,0,0
79,Rural,Tertiary - Bachelor's Degree,0,0
79,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
79,Rural,Tertiary - Master's Degree,0,0
79,Rural,Tertiary - PhD,0,0
79,Rural,Other (specify),0,0
79,Urban,Never attended,27,56
79,Urban,Nursery,0,0
79,Urban,Kindergarten,0,0
79,Urban,Primary,0,0
79,Urban,JSS/JHS,0,0
79,Urban,Middle,2,0
79,Urban,SSS/SHS,0,0
79,Urban,Secondary,1,0
79,Urban,Voc/technical/commercial,0,0
79,Urban,Post middle/secondary Certificate,0,0
79,Urban,Post middle/secondary Diploma,0,0
79,Urban,Tertiary/HND,0,0
79,Urban,Tertiary - Bachelor's Degree,0,0
79,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
79,Urban,Tertiary - Master's Degree,0,0
79,Urban,Tertiary - PhD,1,0
79,Urban,Other (specify),0,0
80-84,Rural,Never attended,129,187
80-84,Rural,Nursery,0,0
80-84,Rural,Kindergarten,0,0
80-84,Rural,Primary,3,0
80-84,Rural,JSS/JHS,0,0
80-84,Rural,Middle,1,0
80-84,Rural,SSS/SHS,0,0
80-84,Rural,Secondary,0,0
80-84,Rural,Voc/technical/commercial,0,0
80-84,Rural,Post middle/secondary Certificate,1,0
80-84,Rural,Post middle/secondary Diploma,0,0
80-84,Rural,Tertiary/HND,0,0
80-84,Rural,Tertiary - Bachelor's Degree,0,0
80-84,Rural,Tertiary - Post graduate Certificate/Diploma,1,0
80-84,Rural,Tertiary - Master's Degree,0,0
80-84,Rural,Tertiary - PhD,0,0
80-84,Rural,Other (specify),0,0
80-84,Urban,Never attended,165,335
80-84,Urban,Nursery,0,0
80-84,Urban,Kindergarten,0,0
80-84,Urban,Primary,2,1
80-84,Urban,JSS/JHS,0,0
80-84,Urban,Middle,5,1
80-84,Urban,SSS/SHS,0,0
80-84,Urban,Secondary,3,2
80-84,Urban,Voc/technical/commercial,0,0
80-84,Urban,Post middle/secondary Certificate,0,0
80-84,Urban,Post middle/secondary Diploma,0,0
80-84,Urban,Tertiary/HND,0,0
80-84,Urban,Tertiary - Bachelor's Degree,0,0
80-84,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
80-84,Urban,Tertiary - Master's Degree,0,0
80-84,Urban,Tertiary - PhD,0,0
80-84,Urban,Other (specify),0,0
80,Rural,Never attended,43,47
80,Rural,Nursery,0,0
80,Rural,Kindergarten,0,0
80,Rural,Primary,1,0
80,Rural,JSS/JHS,0,0
80,Rural,Middle,1,0
80,Rural,SSS/SHS,0,0
80,Rural,Secondary,0,0
80,Rural,Voc/technical/commercial,0,0
80,Rural,Post middle/secondary Certificate,0,0
80,Rural,Post middle/secondary Diploma,0,0
80,Rural,Tertiary/HND,0,0
80,Rural,Tertiary - Bachelor's Degree,0,0
80,Rural,Tertiary - Post graduate Certificate/Diploma,1,0
80,Rural,Tertiary - Master's Degree,0,0
80,Rural,Tertiary - PhD,0,0
80,Rural,Other (specify),0,0
80,Urban,Never attended,40,98
80,Urban,Nursery,0,0
80,Urban,Kindergarten,0,0
80,Urban,Primary,1,0
80,Urban,JSS/JHS,0,0
80,Urban,Middle,2,0
80,Urban,SSS/SHS,0,0
80,Urban,Secondary,0,0
80,Urban,Voc/technical/commercial,0,0
80,Urban,Post middle/secondary Certificate,0,0
80,Urban,Post middle/secondary Diploma,0,0
80,Urban,Tertiary/HND,0,0
80,Urban,Tertiary - Bachelor's Degree,0,0
80,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
80,Urban,Tertiary - Master's Degree,0,0
80,Urban,Tertiary - PhD,0,0
80,Urban,Other (specify),0,0
81,Rural,Never attended,43,57
81,Rural,Nursery,0,0
81,Rural,Kindergarten,0,0
81,Rural,Primary,2,0
81,Rural,JSS/JHS,0,0
81,Rural,Middle,0,0
81,Rural,SSS/SHS,0,0
81,Rural,Secondary,0,0
81,Rural,Voc/technical/commercial,0,0
81,Rural,Post middle/secondary Certificate,1,0
81,Rural,Post middle/secondary Diploma,0,0
81,Rural,Tertiary/HND,0,0
81,Rural,Tertiary - Bachelor's Degree,0,0
81,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
81,Rural,Tertiary - Master's Degree,0,0
81,Rural,Tertiary - PhD,0,0
81,Rural,Other (specify),0,0
81,Urban,Never attended,81,98
81,Urban,Nursery,0,0
81,Urban,Kindergarten,0,0
81,Urban,Primary,0,1
81,Urban,JSS/JHS,0,0
81,Urban,Middle,2,0
81,Urban,SSS/SHS,0,0
81,Urban,Secondary,3,2
81,Urban,Voc/technical/commercial,0,0
81,Urban,Post middle/secondary Certificate,0,0
81,Urban,Post middle/secondary Diploma,0,0
81,Urban,Tertiary/HND,0,0
81,Urban,Tertiary - Bachelor's Degree,0,0
81,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
81,Urban,Tertiary - Master's Degree,0,0
81,Urban,Tertiary - PhD,0,0
81,Urban,Other (specify),0,0
82,Rural,Never attended,16,39
82,Rural,Nursery,0,0
82,Rural,Kindergarten,0,0
82,Rural,Primary,0,0
82,Rural,JSS/JHS,0,0
82,Rural,Middle,0,0
82,Rural,SSS/SHS,0,0
82,Rural,Secondary,0,0
82,Rural,Voc/technical/commercial,0,0
82,Rural,Post middle/secondary Certificate,0,0
82,Rural,Post middle/secondary Diploma,0,0
82,Rural,Tertiary/HND,0,0
82,Rural,Tertiary - Bachelor's Degree,0,0
82,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
82,Rural,Tertiary - Master's Degree,0,0
82,Rural,Tertiary - PhD,0,0
82,Rural,Other (specify),0,0
82,Urban,Never attended,19,41
82,Urban,Nursery,0,0
82,Urban,Kindergarten,0,0
82,Urban,Primary,0,0
82,Urban,JSS/JHS,0,0
82,Urban,Middle,1,0
82,Urban,SSS/SHS,0,0
82,Urban,Secondary,0,0
82,Urban,Voc/technical/commercial,0,0
82,Urban,Post middle/secondary Certificate,0,0
82,Urban,Post middle/secondary Diploma,0,0
82,Urban,Tertiary/HND,0,0
82,Urban,Tertiary - Bachelor's Degree,0,0
82,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
82,Urban,Tertiary - Master's Degree,0,0
82,Urban,Tertiary - PhD,0,0
82,Urban,Other (specify),0,0
83,Rural,Never attended,19,21
83,Rural,Nursery,0,0
83,Rural,Kindergarten,0,0
83,Rural,Primary,0,0
83,Rural,JSS/JHS,0,0
83,Rural,Middle,0,0
83,Rural,SSS/SHS,0,0
83,Rural,Secondary,0,0
83,Rural,Voc/technical/commercial,0,0
83,Rural,Post middle/secondary Certificate,0,0
83,Rural,Post middle/secondary Diploma,0,0
83,Rural,Tertiary/HND,0,0
83,Rural,Tertiary - Bachelor's Degree,0,0
83,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
83,Rural,Tertiary - Master's Degree,0,0
83,Rural,Tertiary - PhD,0,0
83,Rural,Other (specify),0,0
83,Urban,Never attended,20,61
83,Urban,Nursery,0,0
83,Urban,Kindergarten,0,0
83,Urban,Primary,1,0
